Album_url,AoTY,A.V.,AMG,CoS,DIY,DiS,OMH,NME,NoRip,Paste,P4K,PM,PMA,RS,Spin,405,TLOBF,Skinny,TMT,Radar,Artist,Profile_url,Album,ReleaseDate,Label,Genre,Cover,SD
http://albumoftheyear.org/album/33409-ratatat-magnifique.php,69,83,80,83,,70,70,,,,50,70,67,60,,80,70,60,,50,Ratatat,http://albumoftheyear.org/artist/1165-ratatat/,Magnifique,2015-07-17,XL,Indietronica,http://cdn.albumoftheyear.org/album/2015/33409-magnifique.jpg,9.77962298051544
http://albumoftheyear.org/album/28913-shamir-ratchet.php,79,,80,67,80,,,80,,,83,80,83,60,90,80,80,,90,70,Shamir,http://albumoftheyear.org/artist/6824-shamir/,Ratchet,2015-05-19,XL,Electropop,http://cdn.albumoftheyear.org/album/2015/28913-ratchet.jpg,8.07814398586769
http://albumoftheyear.org/album/22064-sleater-kinney-no-cities-to-love.php,90,91,90,91,100,90,100,90,90,90,87,90,91,80,90,85,90,100,,85,Sleater-Kinney,http://albumoftheyear.org/artist/518-sleater-kinney/,No Cities to Love,2015-01-20,Sub Pop,Indie Rock,http://cdn.albumoftheyear.org/album/2015/22064-no-cities-to-love.jpg,4.99705795796828
http://albumoftheyear.org/album/26429-speedy-ortiz-foil-deer.php,79,75,80,83,100,80,70,90,90,81,79,80,83,70,70,,85,,,60,Speedy Ortiz,http://albumoftheyear.org/artist/4040-speedy-ortiz/,Foil Deer,2015-04-21,Carpark,Indie Rock,http://cdn.albumoftheyear.org/album/2015/26429-foil-deer.jpg,7.98722939030383
http://albumoftheyear.org/album/26035-sufjan-stevens-carrie-lowell.php,90,100,80,100,80,90,90,90,90,95,93,60,100,80,80,95,85,80,100,85,Sufjan Stevens,http://albumoftheyear.org/artist/517-sufjan-stevens/,Carrie & Lowell,2015-03-31,Asthmatic Kitty,Indie Folk,http://cdn.albumoftheyear.org/album/2015/26035-carrie-lowell.jpg,10.0832789617209
http://albumoftheyear.org/album/28148-sun-kil-moon-universal-themes.php,72,91,80,91,,80,70,80,,84,60,80,75,,80,55,35,80,60,45,Sun Kil Moon,http://albumoftheyear.org/artist/318-sun-kil-moon/,Universal Themes,2015-06-02,Caldo Verde,Singer-Songwriter,http://cdn.albumoftheyear.org/album/2015/28148-universal-themes.jpg,14.5635103369117
http://albumoftheyear.org/album/32344-tame-impala-currents.php,84,83,60,91,80,80,70,80,90,94,93,80,83,70,90,90,85,100,40,80,Tame Impala,http://albumoftheyear.org/artist/1234-tame-impala/,Currents,2015-07-17,Interscope,Psychedelic Pop,http://cdn.albumoftheyear.org/album/2015/32344-currents.jpg,13.7783201176035
http://albumoftheyear.org/album/31871-the-chemical-brothers-born-in-the-echoes.php,70,,80,75,,60,70,80,,,78,70,,60,60,,70,,70,80,The Chemical Brothers,http://albumoftheyear.org/artist/926-the-chemical-brothers/,Born in the Echoes,2015-07-17,Astralwerks,Electronic,http://cdn.albumoftheyear.org/album/2015/31871-born-in-the-echoes-1.jpg,7.31281564975302
http://albumoftheyear.org/album/38979-the-dead-weather-dodge-burn.php,73,75,80,83,,80,60,60,,73,73,,,70,80,60,,,,60,The Dead Weather,http://albumoftheyear.org/artist/335-the-dead-weather/,Dodge and Burn,2015-09-25,Third Man,Garage Rock,http://cdn.albumoftheyear.org/album/2015/38979-dodge-burn.jpg,8.31346115427482
http://albumoftheyear.org/album/22608-the-decemberists-what-a-terrible-world-what-a-beautiful-world.php,72,75,80,67,80,80,80,,40,76,56,80,67,80,70,80,70,60,,60,The Decemberists,http://albumoftheyear.org/artist/337-the-decemberists/,What a Terrible World What a Beautiful World,2015-01-20,Capitol,Indie Folk,http://cdn.albumoftheyear.org/album/2015/22608-what-a-terrible-world-what-a-beautiful-world.jpg,11.0337050467567
http://albumoftheyear.org/album/25752-the-go-team-the-scene-between.php,73,91,80,58,60,,,70,,,72,60,83,50,80,75,75,80,,,The Go! Team,http://albumoftheyear.org/artist/542-the-go-team/,The Scene Between,2015-03-24,Memphis Industries,Indietronica,http://cdn.albumoftheyear.org/album/2015/25752-the-scene-between.jpg,11.3168647854178
http://albumoftheyear.org/album/36061-the-libertines-anthems-for-doomed-youth.php,69,,70,50,60,70,80,70,30,,77,70,75,70,60,,45,,,75,The Libertines,http://albumoftheyear.org/artist/648-the-libertines/,Anthems for Doomed Youth,2015-09-11,Virgin EMI,Garage Rock,http://cdn.albumoftheyear.org/album/2015/36061-anthems-for-doomed-youth.jpg,13.856406460551
http://albumoftheyear.org/album/26422-the-mountain-goats-beat-the-champ.php,74,75,80,75,40,80,,,70,75,66,80,83,70,80,,80,80,,65,The Mountain Goats,http://albumoftheyear.org/artist/567-the-mountain-goats/,Beat the Champ,2015-04-07,Merge,Singer-Songwriter,http://cdn.albumoftheyear.org/album/2015/26422-beat-the-champ.jpg,10.5279672889925
http://albumoftheyear.org/album/27653-the-tallest-man-on-earth-dark-bird-is-home.php,72,67,70,75,60,80,,,70,85,67,80,75,,,80,70,40,,75,The Tallest Man On Earth,http://albumoftheyear.org/artist/369-the-tallest-man-on-earth/,Dark Bird Is Home,2015-05-12,Dead Oceans,Folk,http://cdn.albumoftheyear.org/album/2015/27653-dark-bird-is-home.jpg,11.053565880806
http://albumoftheyear.org/album/36446-the-weeknd-beauty-behind-the-madness.php,72,75,60,75,,80,,70,,,72,60,67,70,70,85,50,,,,The Weeknd,http://albumoftheyear.org/artist/1647-the-weeknd/,Beauty Behind the Madness,2015-08-28,XO Republic,R&B,http://cdn.albumoftheyear.org/album/2015/36446-beauty-behind-the-madness.jpg,9.08647910711858
http://albumoftheyear.org/album/32265-titus-andronicus-the-most-lamentable-tragedy.php,82,83,80,100,40,90,,70,80,91,81,70,91,70,80,90,90,80,100,80,Titus Andronicus,http://albumoftheyear.org/artist/386-titus-andronicus/,The Most Lamentable Tragedy,2015-07-28,Merge,Indie Rock,http://cdn.albumoftheyear.org/album/2015/32265-the-most-lamentable-tragedy.jpg,13.746538482885
http://albumoftheyear.org/album/25232-tobias-jesso-jr-goon.php,77,83,70,91,80,,,80,,90,85,60,75,70,60,80,80,,,,Tobias Jesso Jr.,http://albumoftheyear.org/artist/10519-tobias-jesso-jr/,Goon,2015-03-17,True Panther,Singer-Songwriter,http://cdn.albumoftheyear.org/album/2015/25232-goon.jpg,9.52873041368593
http://albumoftheyear.org/album/26331-toro-y-moi-what-for.php,71,67,90,50,60,80,70,70,70,,66,70,67,,70,75,80,60,,70,Toro Y Moi,http://albumoftheyear.org/artist/1275-toro-y-moi/,What For?,2015-04-07,Carpark,Psychedelic Pop,http://cdn.albumoftheyear.org/album/2015/26331-what-for.jpg,9.16151370316791
http://albumoftheyear.org/album/26855-torres-sprinter.php,81,,70,91,80,80,80,80,80,92,80,90,83,70,,85,90,,,60,Torres,http://albumoftheyear.org/artist/3193-torres/,Sprinter,2015-05-05,Partisan,Singer-Songwriter,http://cdn.albumoftheyear.org/album/2015/26855-sprinter.jpg,6.71742581081544
http://albumoftheyear.org/album/24571-twin-shadow-eclipse.php,60,,70,67,60,50,60,,30,80,49,70,33,60,80,,,,80,65,Twin Shadow,http://albumoftheyear.org/artist/1348-twin-shadow/,Eclipse,2015-03-17,Warner Bros.,Synthpop,http://cdn.albumoftheyear.org/album/2015/24571-eclipse.jpg,15.9161608380971
http://albumoftheyear.org/album/30899-tyler-the-creator-cherry-bomb.php,67,58,70,67,,,,80,,,67,60,,70,60,60,,60,,,Tyler the Creator,http://albumoftheyear.org/artist/1471-tyler-the-creator/,Cherry Bomb,2015-04-13,Odd Future,Hip Hop,http://cdn.albumoftheyear.org/album/2015/30899-cherry-bomb.jpg,6.59200617828484
http://albumoftheyear.org/album/27362-unknown-mortal-orchestra-multi-love.php,80,,70,83,80,70,80,90,80,86,71,60,83,70,80,85,90,,,85,Unknown Mortal Orchestra,http://albumoftheyear.org/artist/1832-unknown-mortal-orchestra/,Multi-Love,2015-05-26,Jagjaguwar,Psychedelic Pop,http://cdn.albumoftheyear.org/album/2015/27362-multi-love.jpg,8.28552955459094
http://albumoftheyear.org/album/23647-viet-cong-viet-cong.php,81,,80,67,80,80,70,80,80,,85,80,91,60,80,90,85,80,80,,Viet Cong,http://albumoftheyear.org/artist/5313-viet-cong/,Viet Cong,2015-01-20,Jagjaguwar,Post-Punk,http://cdn.albumoftheyear.org/album/2015/23647-viet-cong.jpg,7.63987218864449
http://albumoftheyear.org/album/32579-vince-staples-summertime-06.php,86,100,80,83,,,,,90,,88,80,91,70,90,85,,,60,85,Vince Staples,http://albumoftheyear.org/artist/7968-vince-staples/,Summertime '06,2015-06-30,Blacksmith Artium Def Jam,Hip Hop,http://cdn.albumoftheyear.org/album/2015/32579-summertime-06-1.jpg,10.4486478754068
http://albumoftheyear.org/album/26036-waxahatchee-ivy-tripp.php,81,83,80,75,80,,80,80,50,86,81,80,91,70,80,85,80,80,80,75,Waxahatchee,http://albumoftheyear.org/artist/3336-waxahatchee/,Ivy Tripp,2015-04-07,Merge,Singer-Songwriter,http://cdn.albumoftheyear.org/album/2015/26036-ivy-tripp.jpg,8.40168050416806
http://albumoftheyear.org/album/36854-wilco-star-wars.php,80,83,80,83,,90,80,,,80,77,70,83,90,70,,75,,,85,Wilco,http://albumoftheyear.org/artist/405-wilco/,Star Wars,2015-07-16,dBPM,Indie Rock,http://cdn.albumoftheyear.org/album/2015/36854-star-wars.jpg,6.19760085922419
http://albumoftheyear.org/album/23495-will-butler-policy.php,71,83,60,58,80,,70,70,,73,66,60,75,60,80,70,70,,,75,Will Butler,http://albumoftheyear.org/artist/9619-will-butler/,Policy,2015-03-10,Merge,Indie Rock,http://cdn.albumoftheyear.org/album/2015/23495-policy.jpg,7.85099326442809
http://albumoftheyear.org/album/29565-wolf-alice-my-love-is-cool.php,80,,70,67,100,90,90,,,,74,80,83,70,,75,80,80,,90,Wolf Alice,http://albumoftheyear.org/artist/6840-wolf-alice/,My Love is Cool,2015-06-22,Dirty Hit,Indie Rock,http://cdn.albumoftheyear.org/album/2015/29565-my-love-is-cool.jpg,9.3046721101242
http://albumoftheyear.org/album/27288-young-fathers-white-men-are-black-too.php,81,,80,58,80,90,90,70,,,68,90,,,80,90,85,100,,,Young Fathers,http://albumoftheyear.org/artist/3233-young-fathers/,White Men Are Black Men Too,2015-04-07,Big Dada,Hip Hop,http://cdn.albumoftheyear.org/album/2015/27288-white-men-are-black-too.jpg,11.2426614241218
